x,y,z,rx,ry,rz

-0.143579,0.900666,-0.490216,0.00333606,0.00145799,0.0983676,
-0.165473,0.885559,-0.489258,0.00383094,0.00158041,0.0980474,
-0.169838,0.8792,-0.490984,0.00376633,0.00126742,0.0979759,
-0.168854,0.871208,-0.490955,0.00325243,0.00152113,0.0977067,
-0.154594,0.883637,-0.486638,0.00333454,0.00211805,0.0975256,
-0.149293,0.87726,-0.490614,0.00342826,0.00252033,0.0974476,
-0.149293,0.87726,-0.490614,0.00342826,0.00252033,0.0974476,
-0.158271,0.860636,-0.492475,0.00406465,0.00251469,0.0973049,
-0.170984,0.865498,-0.499654,0.00431196,0.00178266,0.0968797,
-0.171677,0.871864,-0.496633,0.00377826,0.00150128,0.0965955,
-0.163083,0.86642,-0.49633,0.00381455,0.00206531,0.0959724,
-0.163083,0.86642,-0.49633,0.00381455,0.00206531,0.0959724,
-0.150396,0.856832,-0.508627,0.00446895,0.002083,0.0956801,
-0.140515,0.845854,-0.525339,0.00554901,0.00177449,0.0957151,
-0.140515,0.845854,-0.525339,0.00554901,0.00177449,0.0957151,
-0.12425,0.838736,-0.53833,0.00555949,0.00218869,0.0955363,
-0.107539,0.853115,-0.540007,0.00466293,0.00294879,0.0955074,
-0.0974179,0.855649,-0.539054,0.00445529,0.00323464,0.0951091,
-0.0974179,0.855649,-0.539054,0.00445529,0.00323464,0.0951091,
-0.112568,0.831702,-0.533301,0.00533026,0.00317242,0.0952584,
-0.126743,0.807935,-0.539422,0.00686485,0.00251219,0.0946603,
-0.132575,0.795388,-0.540706,0.00830032,0.00205208,0.0945388,
-0.132575,0.795388,-0.540706,0.00830032,0.00205208,0.0945388,
-0.116359,0.82323,-0.536803,0.00793496,0.00179223,0.0942258,
-0.099938,0.858204,-0.535961,0.00694962,0.00262138,0.0941922,
-0.0920387,0.881248,-0.531335,0.00651009,0.00331215,0.0942634,
-0.095495,0.908272,-0.533387,0.00613543,0.00328614,0.093859,
-0.095495,0.908272,-0.533387,0.00613543,0.00328614,0.093859,
-0.10012,0.912477,-0.533908,0.00644737,0.00325156,0.0935584,
-0.108422,0.936839,-0.540926,0.00624004,0.00308212,0.0930653,
-0.108422,0.936839,-0.540926,0.00624004,0.00308212,0.0930653,
-0.111416,0.971281,-0.555631,0.00523606,0.00331404,0.0928043,
-0.0993796,0.999309,-0.56037,0.0046072,0.00401739,0.0926848,
-0.102737,1.02061,-0.566643,0.0040839,0.0041637,0.0921493,
-0.102737,1.02061,-0.566643,0.0040839,0.0041637,0.0921493,
-0.109043,1.02891,-0.574323,0.00479027,0.00327071,0.091686,
-0.122341,1.02032,-0.5807,0.00612276,0.00230991,0.0910645,
-0.139116,1.00299,-0.591231,0.00673158,0.00193185,0.0906905,
-0.139116,1.00299,-0.591231,0.00673158,0.00193185,0.0906905,
-0.122766,1.01147,-0.604437,0.00712351,0.00198086,0.090513,
-0.0970733,1.03295,-0.621592,0.00699721,0.00223075,0.0905484,
-0.0970733,1.03295,-0.621592,0.00699721,0.00223075,0.0905484,
-0.0936894,1.02605,-0.635673,0.00737504,0.00289109,0.0904894,
-0.105586,1.00157,-0.654175,0.00817176,0.00278482,0.0902671,
-0.114816,0.972995,-0.675308,0.00943387,0.0016376,0.0897339,
-0.114816,0.972995,-0.675308,0.00943387,0.0016376,0.0897339,
-0.121521,0.946671,-0.685244,0.0101966,0.000880107,0.0894477,
-0.117706,0.948097,-0.695738,0.0105594,0.000917959,0.0891699,
-0.0946178,0.923052,-0.706994,0.0111171,0.00157955,0.0891104,
-0.0946178,0.923052,-0.706994,0.0111171,0.00157955,0.0891104,
-0.075988,0.923108,-0.738678,0.0119823,0.00224565,0.089296,
-0.0664917,0.935974,-0.775147,0.0122407,0.00295052,0.0897559,
-0.0660785,0.940489,-0.80842,0.0121997,0.00338496,0.0894686,
-0.0880044,0.965445,-0.830464,0.0115143,0.00265035,0.0891979,
-0.0880044,0.965445,-0.830464,0.0115143,0.00265035,0.0891979,
-0.112443,0.989013,-0.84684,0.011399,0.000961091,0.0886612,
-0.136181,0.981756,-0.862298,0.0116676,0.000106139,0.0883362,
-0.136181,0.981756,-0.862298,0.0116676,0.000106139,0.0883362,
-0.146219,0.976156,-0.868683,0.01153,-0.000136361,0.0887753,
-0.125819,0.983455,-0.886906,0.0113321,-0.000104081,0.0886963,
-0.11081,0.968109,-0.891476,0.0115462,0.000540149,0.0887629,
-0.11081,0.968109,-0.891476,0.0115462,0.000540149,0.0887629,
-0.118004,0.972293,-0.905853,0.0111684,0.000535753,0.0888444,
-0.137785,0.95692,-0.9195,0.011511,0.000593335,0.088925,
-0.137785,0.95692,-0.9195,0.011511,0.000593335,0.088925,
-0.143781,0.935019,-0.929984,0.0116377,0.000394873,0.088999,
-0.146825,0.941275,-0.941147,0.0110677,0.000944129,0.0890238,
-0.146825,0.941275,-0.941147,0.0110677,0.000944129,0.0890238,
-0.14255,0.934682,-0.943191,0.0115074,0.00146289,0.0892743,
-0.147196,0.944309,-0.95751,0.0114773,0.00137682,0.0892565,
-0.155966,0.930899,-0.964138,0.0118871,0.00131781,0.089147,
-0.155966,0.930899,-0.964138,0.0118871,0.00131781,0.089147,
-0.16154,0.914924,-0.958907,0.0128604,0.00130953,0.0890212,
-0.169758,0.921468,-0.963798,0.012412,0.00094253,0.0889144,
-0.169758,0.921468,-0.963798,0.012412,0.00094253,0.0889144,
-0.157379,0.933527,-0.970094,0.0118106,0.00144656,0.0890887,
-0.135567,0.954026,-0.967651,0.0107552,0.00208758,0.0891904,
-0.130224,0.98155,-0.962964,0.00959213,0.00231698,0.089302,
-0.130224,0.98155,-0.962964,0.00959213,0.00231698,0.089302,
-0.131051,0.985621,-0.962705,0.00914755,0.00197704,0.089174,
-0.150413,0.959825,-0.952451,0.00913387,0.00172152,0.0893576,
-0.150413,0.959825,-0.952451,0.00913387,0.00172152,0.0893576,
-0.166679,0.947082,-0.948909,0.00970819,0.00150355,0.0894087,
-0.163256,0.941919,-0.948471,0.0100701,0.0010509,0.0891771,
-0.154912,0.96236,-0.946415,0.00972398,0.000887828,0.0893834,
-0.154912,0.96236,-0.946415,0.00972398,0.000887828,0.0893834,
-0.144628,0.989386,-0.943307,0.00849565,0.00135865,0.0898225,
-0.132262,1.03079,-0.939481,0.00758382,0.00178929,0.0902291,
-0.132262,1.03079,-0.939481,0.00758382,0.00178929,0.0902291,
-0.125742,1.06572,-0.950079,0.00620809,0.00181386,0.0904581,
-0.136527,1.08227,-0.948403,0.0052971,0.00167472,0.0904555,
-0.164252,1.06644,-0.934558,0.00509309,0.00108509,0.0904799,
-0.164252,1.06644,-0.934558,0.00509309,0.00108509,0.0904799,
-0.185786,1.05867,-0.9175,0.00496187,-0.000567359,0.0900568,
-0.183968,1.05715,-0.894475,0.0048214,-0.00156522,0.0903637,
-0.163833,1.0325,-0.877614,0.00458689,-0.000997061,0.0904955,
-0.163833,1.0325,-0.877614,0.00458689,-0.000997061,0.0904955,
-0.150308,1.01114,-0.867021,0.00484906,0.000102854,0.0911888,
-0.124337,1.00791,-0.862248,0.0057338,0.000450721,0.0918514,
-0.124337,1.00791,-0.862248,0.0057338,0.000450721,0.0918514,
-0.120814,0.992062,-0.869417,0.00661273,0.000570013,0.0915778,
-0.12359,0.990989,-0.868687,0.00726771,-0.000306929,0.0916725,
-0.132119,1.00732,-0.87103,0.0065129,-0.000979687,0.0922494,
-0.132119,1.00732,-0.87103,0.0065129,-0.000979687,0.0922494,
-0.119308,1.02008,-0.872734,0.0060178,-0.000379457,0.0925326,
-0.0862216,1.02889,-0.870626,0.00531069,-0.000188531,0.092963,
-0.0862216,1.02889,-0.870626,0.00531069,-0.000188531,0.092963,
-0.083501,1.0342,-0.870976,0.0051768,-0.000150984,0.0933208,
-0.0837884,1.01767,-0.866802,0.00568064,-0.000900736,0.0938399,
-0.0880936,1.0105,-0.867109,0.00546146,-0.00155654,0.0942134,
-0.0880936,1.0105,-0.867109,0.00546146,-0.00155654,0.0942134,
-0.0817105,0.986262,-0.855333,0.00568517,-0.00180922,0.094776,
-0.0817105,0.986262,-0.855333,0.00568517,-0.00180922,0.094776,
-0.0641311,0.972906,-0.843395,0.00571738,-0.00219171,0.0952898,
-0.0533865,0.943554,-0.844536,0.00573701,-0.00207654,0.0959675,
-0.0350108,0.903457,-0.839987,0.00702339,-0.00201781,0.096617,
-0.0302619,0.885558,-0.835544,0.00808516,-0.00224813,0.0972784,
-0.0302619,0.885558,-0.835544,0.00808516,-0.00224813,0.0972784,
-0.025268,0.856439,-0.834649,0.00843261,-0.00219414,0.0981635,
-0.0175426,0.843006,-0.829676,0.00874813,-0.00216161,0.0988534,
-0.0175426,0.843006,-0.829676,0.00874813,-0.00216161,0.0988534,
-0.0139258,0.847579,-0.822773,0.00854795,-0.00230131,0.099916,
-0.00703901,0.858886,-0.820966,0.00824219,-0.00238562,0.100731,
0.00211562,0.863012,-0.817279,0.00729349,-0.00235063,0.101731,
0.00211562,0.863012,-0.817279,0.00729349,-0.00235063,0.101731,
0.0123798,0.880414,-0.812398,0.00677047,-0.00255823,0.102939,
0.0216683,0.879446,-0.805397,0.00675537,-0.00294092,0.10412,
0.0154756,0.86985,-0.797101,0.00648161,-0.00359101,0.105101,
0.0154756,0.86985,-0.797101,0.00648161,-0.00359101,0.105101,
0.00918482,0.860198,-0.790953,0.00673747,-0.00390824,0.106218,
0.00918482,0.860198,-0.790953,0.00673747,-0.00390824,0.106218,
0.00305643,0.843273,-0.770089,0.00713903,-0.00406031,0.107651,
0.000822105,0.840574,-0.755273,0.0072754,-0.00406399,0.109403,
0.0151086,0.834545,-0.739537,0.00750567,-0.00429204,0.110981,
0.016712,0.836118,-0.72863,0.00748572,-0.00421398,0.112738,
0.016712,0.836118,-0.72863,0.00748572,-0.00421398,0.112738,
0.00178287,0.83107,-0.717773,0.00663467,-0.00396127,0.114558,
0.00375414,0.852957,-0.704212,0.00601677,-0.00391546,0.116355,
0.00375414,0.852957,-0.704212,0.00601677,-0.00391546,0.116355,
0.00548876,0.870041,-0.692967,0.00460574,-0.00374183,0.118176,
0.00132564,0.885791,-0.690246,0.00338152,-0.00369776,0.120045,
0.0037173,0.895898,-0.674182,0.00228768,-0.00375917,0.122281,
0.0037173,0.895898,-0.674182,0.00228768,-0.00375917,0.122281,
-0.00898789,0.892682,-0.660448,0.00136841,-0.00360106,0.124291,
-0.014588,0.888315,-0.649144,0.00151948,-0.00405675,0.126141,
-0.0115883,0.872448,-0.635673,0.00152728,-0.00509295,0.12808,
-0.0115883,0.872448,-0.635673,0.00152728,-0.00509295,0.12808,
-0.0204911,0.858467,-0.629766,0.00174297,-0.00525387,0.129946,
-0.0202033,0.862254,-0.624932,0.00222954,-0.00475289,0.13017,
-0.0202033,0.862254,-0.624932,0.00222954,-0.00475289,0.13017,
-0.0303348,0.854872,-0.62144,0.002521,-0.00381529,0.130147,
-0.0356895,0.847574,-0.620326,0.00332583,-0.00347281,0.130035,
-0.0356895,0.847574,-0.620326,0.00332583,-0.00347281,0.130035,
-0.0609827,0.855296,-0.624593,0.00329977,-0.00305465,0.130041,
-0.0705985,0.866374,-0.625223,0.00344402,-0.00275291,0.130086,
-0.0705985,0.866374,-0.625223,0.00344402,-0.00275291,0.130086,
-0.0673652,0.889696,-0.619932,0.00331974,-0.00243047,0.130257,
-0.0763055,0.90242,-0.623267,0.00293708,-0.00181641,0.13008,
-0.0875895,0.897442,-0.626148,0.00291318,-0.00139653,0.130306,
-0.0902742,0.911689,-0.627491,0.00359069,-0.00131117,0.130098,
-0.0902742,0.911689,-0.627491,0.00359069,-0.00131117,0.130098,
-0.0982001,0.904402,-0.637863,0.00404844,-0.000490717,0.129838,
-0.0982001,0.904402,-0.637863,0.00404844,-0.000490717,0.129838,
-0.0904966,0.902255,-0.638549,0.00443027,0.000190701,0.129674,
-0.0949289,0.903524,-0.645872,0.00451324,0.00077444,0.12916,
-0.0985711,0.892004,-0.644077,0.0054332,0.00144023,0.128794,
-0.0985711,0.892004,-0.644077,0.0054332,0.00144023,0.128794,
-0.103089,0.873244,-0.645769,0.00603578,0.00169293,0.128232,
-0.128277,0.85765,-0.64912,0.00684148,0.00217062,0.127399,
-0.128277,0.85765,-0.64912,0.00684148,0.00217062,0.127399,
-0.128546,0.851136,-0.652168,0.00848031,0.00248802,0.126717,
-0.139728,0.843028,-0.662294,0.0085641,0.00280373,0.125773,
-0.133878,0.851748,-0.677271,0.00909045,0.00340687,0.124917,
-0.133878,0.851748,-0.677271,0.00909045,0.00340687,0.124917,
-0.120429,0.86451,-0.692894,0.00942339,0.00403219,0.123863,
-0.13276,0.884319,-0.715537,0.00931841,0.0048461,0.122507,
-0.13276,0.884319,-0.715537,0.00931841,0.0048461,0.122507,
-0.13172,0.892143,-0.732742,0.00940271,0.00517075,0.12143,
-0.130665,0.921012,-0.742964,0.00957532,0.00558274,0.120002,
-0.131491,0.935768,-0.75216,0.00957924,0.0062279,0.118613,
-0.131491,0.935768,-0.75216,0.00957924,0.0062279,0.118613,
-0.136935,0.942501,-0.751765,0.010626,0.00662442,0.116952,
-0.144584,0.93216,-0.753508,0.0113823,0.00676383,0.115182,
-0.144584,0.93216,-0.753508,0.0113823,0.00676383,0.115182,
-0.149118,0.927211,-0.761101,0.0130226,0.00658417,0.113573,
-0.151945,0.917377,-0.765807,0.0141405,0.00668365,0.11188,
-0.161508,0.915208,-0.770063,0.0146166,0.00717705,0.109875,
-0.161508,0.915208,-0.770063,0.0146166,0.00717705,0.109875,
-0.170224,0.925696,-0.771901,0.015248,0.0079446,0.10792,
-0.190936,0.942207,-0.771112,0.0153422,0.00841992,0.106077,
-0.190936,0.942207,-0.771112,0.0153422,0.00841992,0.106077,
-0.205223,0.950832,-0.77357,0.0152786,0.00822881,0.105847,
-0.209725,0.966908,-0.776141,0.0149238,0.00775244,0.105927,
-0.221103,0.98503,-0.788382,0.0138831,0.00749418,0.106181,
-0.221103,0.98503,-0.788382,0.0138831,0.00749418,0.106181,
-0.220708,1.00596,-0.797545,0.0133262,0.00636841,0.106139,
-0.241862,1.02658,-0.80987,0.0124849,0.00467042,0.106369,
-0.241862,1.02658,-0.80987,0.0124849,0.00467042,0.106369,
-0.277606,1.04039,-0.820041,0.0115524,0.00204771,0.10627,
-0.313873,1.05008,-0.822724,0.0107571,-0.00106708,0.106276,
-0.341788,1.06519,-0.823487,0.00965439,-0.00443249,0.105697,
-0.341788,1.06519,-0.823487,0.00965439,-0.00443249,0.105697,
-0.382156,1.05603,-0.822672,0.00824263,-0.00756578,0.105501,
-0.416891,1.06403,-0.817279,0.00726923,-0.0110395,0.105674,
-0.416891,1.06403,-0.817279,0.00726923,-0.0110395,0.105674,
-0.461709,1.0615,-0.815429,0.00633199,-0.0139911,0.105336,
-0.487768,1.06678,-0.801057,0.00568477,-0.0162616,0.105522,
-0.499986,1.09672,-0.795506,0.00422277,-0.0182128,0.105352,
-0.499986,1.09672,-0.795506,0.00422277,-0.0182128,0.105352,
-0.523486,1.12729,-0.792648,0.0025051,-0.0195284,0.105367,
-0.529825,1.16326,-0.791108,0.000689827,-0.0214037,0.105516,
-0.529825,1.16326,-0.791108,0.000689827,-0.0214037,0.105516,
-0.548714,1.18693,-0.786531,-0.00155535,-0.0228808,0.105421,
-0.554644,1.20518,-0.783222,-0.00292526,-0.0244939,0.105409,
-0.582496,1.21307,-0.778206,-0.00432657,-0.0267642,0.105241,
-0.582496,1.21307,-0.778206,-0.00432657,-0.0267642,0.105241,
-0.614064,1.2269,-0.771631,-0.00558952,-0.0295566,0.104948,
-0.630909,1.23433,-0.750319,-0.00674019,-0.032217,0.104784,
-0.630909,1.23433,-0.750319,-0.00674019,-0.032217,0.104784,
-0.656617,1.25516,-0.733428,-0.0080981,-0.0347665,0.104664,
-0.685877,1.26044,-0.728567,-0.00934811,-0.0378088,0.104763,
-0.717517,1.2582,-0.7341,-0.0100493,-0.0409956,0.104934,
-0.717517,1.2582,-0.7341,-0.0100493,-0.0409956,0.104934,
-0.738753,1.2562,-0.766478,-0.0111981,-0.0435349,0.105055,
-0.758298,1.26693,-0.806399,-0.0116321,-0.0455706,0.105205,
-0.774704,1.28168,-0.862423,-0.0127037,-0.0476899,0.104997,
-0.774704,1.28168,-0.862423,-0.0127037,-0.0476899,0.104997,
-0.788616,1.31025,-0.931631,-0.0137697,-0.0503906,0.105007,
-0.789269,1.32917,-1.01538,-0.0149598,-0.0537954,0.104952,
-0.814093,1.33484,-1.10758,-0.0160622,-0.0574557,0.10517,
-0.827221,1.35414,-1.21687,-0.0173227,-0.0619494,0.105239,
-0.827221,1.35414,-1.21687,-0.0173227,-0.0619494,0.105239,
-0.847335,1.37878,-1.34126,-0.0197646,-0.0665856,0.105427,
-0.870574,1.41509,-1.47229,-0.0218403,-0.0717027,0.105307,
-0.870574,1.41509,-1.47229,-0.0218403,-0.0717027,0.105307,
-0.90284,1.44299,-1.60436,-0.0237825,-0.0772696,0.105018,
-0.951757,1.47014,-1.74983,-0.0259919,-0.083441,0.104736,
-0.951757,1.47014,-1.74983,-0.0259919,-0.083441,0.104736,
-1.00798,1.48558,-1.92121,-0.0282717,-0.0900836,0.104452,
-1.04781,1.50603,-2.10713,-0.0295623,-0.097231,0.104197,
-1.09527,1.53228,-2.31844,-0.0320033,-0.105121,0.104041,
-1.09527,1.53228,-2.31844,-0.0320033,-0.105121,0.104041,
-1.13788,1.5681,-2.55948,-0.0350045,-0.114318,0.10413,
-1.19605,1.63867,-2.85708,-0.0402834,-0.124312,0.104164,
-1.19605,1.63867,-2.85708,-0.0402834,-0.124312,0.104164,
-1.25675,1.71118,-3.18663,-0.0462056,-0.134751,0.103833,
-1.3212,1.80378,-3.56691,-0.0539094,-0.145953,0.10366,
-1.39894,1.91641,-3.99811,-0.0637961,-0.158889,0.102639,
-1.39894,1.91641,-3.99811,-0.0637961,-0.158889,0.102639,
-1.50248,2.03058,-4.44396,-0.0751072,-0.172172,0.102259,
-1.59755,2.16245,-4.91194,-0.0874764,-0.185044,0.101378,
-1.59755,2.16245,-4.91194,-0.0874764,-0.185044,0.101378,
-1.6687,2.30242,-5.41784,-0.100884,-0.197156,0.100601,
-1.7395,2.45195,-5.95246,-0.114993,-0.208439,0.100229,
-1.81037,2.60269,-6.49278,-0.129399,-0.219707,0.099419,
-1.81037,2.60269,-6.49278,-0.129399,-0.219707,0.099419,
-1.88572,2.76671,-7.04603,-0.144466,-0.230681,0.0984506,
-1.94582,2.92361,-7.60262,-0.160019,-0.24098,0.0980488,
-1.94582,2.92361,-7.60262,-0.160019,-0.24098,0.0980488,
-2.00797,3.08369,-8.17833,-0.175657,-0.250206,0.0973095,
-2.06745,3.20628,-8.74539,-0.190148,-0.258347,0.0964449,
-2.12191,3.32622,-9.3099,-0.204238,-0.266419,0.0956045,
-2.12191,3.32622,-9.3099,-0.204238,-0.266419,0.0956045,
-2.1757,3.45661,-9.86029,-0.218766,-0.274191,0.0945617,
-2.22898,3.6005,-10.3715,-0.233842,-0.282274,0.0938449,
-2.22898,3.6005,-10.3715,-0.233842,-0.282274,0.0938449,
-2.28955,3.748,-10.8611,-0.249772,-0.290485,0.0928911,
-2.33488,3.87904,-11.3377,-0.265511,-0.298366,0.0922309,
-2.37972,3.97693,-11.7966,-0.280156,-0.305202,0.0915013,
-2.37972,3.97693,-11.7966,-0.280156,-0.305202,0.0915013,
-2.42171,4.06851,-12.2293,-0.292993,-0.31188,0.0909714,
-2.46426,4.15506,-12.6518,-0.306065,-0.318328,0.0900249,
-2.49382,4.24637,-13.0422,-0.319297,-0.323584,0.08945,
-2.51297,4.33,-13.4059,-0.331525,-0.327734,0.0886753,
-2.51297,4.33,-13.4059,-0.331525,-0.327734,0.0886753,
-2.52598,4.40754,-13.7693,-0.343566,-0.331627,0.0878278,
-2.52598,4.40754,-13.7693,-0.343566,-0.331627,0.0878278,
-2.53849,4.48241,-14.1181,-0.355663,-0.334933,0.0872583,
-2.53181,4.54892,-14.4537,-0.367651,-0.336696,0.0865649,
-2.50611,4.63923,-14.7669,-0.379798,-0.336665,0.0858228,
-2.50611,4.63923,-14.7669,-0.379798,-0.336665,0.0858228,
-2.46788,4.74178,-15.0657,-0.393139,-0.334779,0.0853974,
-2.39703,4.85104,-15.3404,-0.406242,-0.330601,0.0847717,
-2.31994,4.95111,-15.5941,-0.418367,-0.324022,0.084279,
-2.31994,4.95111,-15.5941,-0.418367,-0.324022,0.084279,
-2.23852,5.02509,-15.7996,-0.427623,-0.316533,0.083717,
